Country,start_year,start_age,current_age,gender,mortality 
NGA,2043,-2,26,male,0.00535711
NGA,2044,-2,27,female,0.005877724
NGA,2044,-2,27,male,0.005315708
NGA,2045,-2,28,female,0.005855707
NGA,2045,-2,28,male,0.005274622
NGA,2046,-2,29,female,0.005833774
NGA,2046,-2,29,male,0.005233857
NGA,2047,-2,30,female,0.008959373
NGA,2047,-2,30,male,0.007397686
NGA,2048,-2,31,female,0.00896882
NGA,2048,-2,31,male,0.007373692
NGA,2049,-2,32,female,0.00897828
NGA,2049,-2,32,male,0.007349776
NGA,2050,-2,33,female,0.008987747
NGA,2050,-2,33,male,0.007325941
NGA,2051,-2,34,female,0.008997228
NGA,2051,-2,34,male,0.00730218
NGA,2052,-2,35,female,0.013544606
NGA,2052,-2,35,male,0.011109246
NGA,2053,-2,36,female,0.013619169
NGA,2053,-2,36,male,0.011124539
NGA,2054,-2,37,female,0.013694141
NGA,2054,-2,37,male,0.011139859
NGA,2055,-2,38,female,0.013769526
NGA,2055,-2,38,male,0.011155194
NGA,2056,-2,39,female,0.013845326
NGA,2056,-2,39,male,0.01117055
NGA,2057,-2,40,female,0.013660058
NGA,2057,-2,40,male,0.012228261
NGA,2058,-2,41,female,0.013714411
NGA,2058,-2,41,male,0.012231223
NGA,2059,-2,42,female,0.013768988
NGA,2059,-2,42,male,0.012234192
NGA,2060,-2,43,female,0.013823775
NGA,2060,-2,43,male,0.012237162
NGA,2061,-2,44,female,0.013878786
NGA,2061,-2,44,male,0.012240127
NGA,2062,-2,45,female,0.012971727
NGA,2062,-2,45,male,0.012776297
NGA,2063,-2,46,female,0.012997441
NGA,2063,-2,46,male,0.012757345
NGA,2064,-2,47,female,0.013023205
NGA,2064,-2,47,male,0.012738422
NGA,2065,-2,48,female,0.013049015
NGA,2065,-2,48,male,0.012719528
NGA,2066,-2,49,female,0.013074881
NGA,2066,-2,49,male,0.012700661
NGA,2067,-2,50,female,0.014106288
NGA,2067,-2,50,male,0.014714615
NGA,2068,-2,51,female,0.014104667
NGA,2068,-2,51,male,0.014672821
